Ziffer,Text
04.2040," Lappenhebung, Haut/Muskel mit Präparation des Gefässstiels, ohne Präparation des Nervs, mittel "
04.2050," Lappenhebung, Haut/Muskel mit Präparation des Gefässstiels, ohne Präparation des Nervs, schwierig "
04.2060," Lappenhebung, Haut/Muskel mit Präparation des Gefässstiels und des Nervs, einfach "
04.2070," Lappenhebung, Haut/Muskel mit Präparation des Gefässstiels und des Nervs, mittel "
04.2080," Lappenhebung, Haut/Muskel mit Präparation des Gefässstiels und des Nervs, schwierig "
04.2090," Lappenhebung, Haut/Muskel ohne/mit Präparation des Gefässstiels zur freien Transplantation einfach "
04.2100," Lappenhebung, Haut/Muskel mit Präparation des Gefässstiels zur freien Transplantation, schwierig "
04.2110," Lappenhebung, Haut/Faszie/Knochen, Haut/Muskel/Knochen, Knochen, einfach "
04.2120," Lappenhebung, Haut/Faszie/Knochen, Haut/Muskel/Knochen, Knochen, schwierig "
04.2130," Lappenhebung, Gleitgewebe (aller Art), ohne Präparation des Gefässstiels, ab 5 {cm2} "
04.2140," Lappenhebung, Gleitgewebe (aller Art) mit Präparation des Gefässstiels zur freien chirurgischen Transplantation, jede Grösse "
04.2150," Lappenhebung, Darmsegment zur freien chirurgischen Transplantation, inkl. Verschluss des Entnahmedefektes "
04.2160," Lappenhebung, Finger, Zehe/Zehenfragment zur freien chirurgischen Transplantation "
04.2210, Meshung Spalthaut/Transplantat 
04.2220," Lappen, Desepithelialisierung Transplantat/Lappen, manuell, pro 16 {cm2} "
04.2230," Lappen, Desepithelialisierung Transplantat/Lappen, maschinell, erste 100 {cm2} "
04.2240," + Lappen, Desepithelialisierung Transplantat/Lappen, maschinell, jede weiteren 100 {cm2} "
04.2250," Lappen, Präepilierung behaarte Kopfhaut "
04.2260," Lappen, Vorschneiden/Durchtrennen, pro 5 cm "
04.2270, Herstellung von Knorpelschrot 
04.2280, Einpassen Knorpelblock/Knochenblock 
04.2290," Modellierung Knorpel/Knochen, Nasenrücken, L-Span "
04.2300," Modellierung Knorpel/Knochen, Ohrskelett "
04.2310," Sekundäre Lappenkorrekturen, Entfettung/Modellierung "
04.2410," Narbenkorrektur/Weichteilkorrektur mittels Direktverschluss, Gesicht, Hals (ohne Nacken), Hand, Genitale, erste 2 cm "
04.2420," + Narbenkorrektur/Weichteilkorrektur mittels Direktverschluss, Gesicht, Hals (ohne Nacken), Hand, Genitale, jede weiteren 2 cm "
04.2430," Narbenkorrektur/Weichteilkorrektur mittels Direktverschluss, übrige Regionen, erste 5 cm "
04.2440," + Narbenkorrektur/Weichteilkorrektur mittels Direktverschluss, übrige Regionen, jede weiteren 5 cm "
04.2450," Narbenkorrektur/Weichteilkorrektur mittels lokaler Lappenplastik, Gesicht, Hals (ohne Nacken), Hand, Genitale, erster cm "
04.2460," + Narbenkorrektur/Weichteilkorrektur mittels lokaler Lappenplastik, Gesicht, Hals (ohne Nacken), Hand, Genitale, jeder weitere cm "
04.2470," Narbenkorrektur/Weichteilkorrektur mittels lokaler Lappenplastik, übrige Regionen, erste 5 cm "
04.2480," + Narbenkorrektur/Weichteilkorrektur mittels lokaler Lappenplastik, übrige Regionen, jede weiteren 5 cm "
04.2490," Tätowierung Haut für kosmetische Korrekturen, erste 10 cm² "
04.2500," + Tätowierung Haut für kosmetische Korrekturen, jede weiteren 10 cm² "
04.2510," Einbau freier mikrochirurgischer Lappen, im Gesicht, im Halsbereich, in der Hand, am Kopf "
04.2520," Einbau freier mikrochirurgischer Lappen, am Stamm und an den Extremitäten (exkl. Hand) "
04.2530," Replantation im Kopfbereich (Skalp, Ohr, Gesichtsteile: Nase, Lippe) "
04.2540," Replantation an der oberen Extremität (Schulterbereich, Ellenbeuge, Vorderarm), mit oder ohne Kürzung "
04.2550," Replantation im Handwurzelbereich oder Mittelhandbereich, mit oder ohne Kürzung "
04.2560," Replantation eines Fingers, mit oder ohne Kürzung "
04.2570," Replantation an der unteren Extremität (Oberschenkel, Kniebereich, auf Höhe des Sprunggelenks), mit oder ohne Kürzung "
04.2580," Replantation im Bereich des Fusses, mit oder ohne Kürzung "
04.2590, Replantation Grosszehe 
04.2600, Replantation des Penis 
04.2605," + Naht eines Nervenastes, pro Nervenast, als Zuschlagsleistung "
04.2610, Replantation des Skrotums inkl. Hoden (1 oder 2 Hoden) 
04.2620," (+) Mikrovaskuläre Anastomose, End zu End oder End zu Seite, pro Anastomose, als Zuschlagsleistung "
04.2710," Implantation Expander, Gesicht, Hals (ohne Nacken), Hand, Genitale, bis 9 {cm2}, als alleinige Leistung "
04.2720," Implantation Expander, Gesicht, Hals (ohne Nacken), Hand, Genitale, mehr als 9 {cm2}, als alleinige Leistung "
04.2730," Implantation Expander, übrige Regionen, bis 25 {cm2}, als alleinige Leistung "
04.2740," Implantation Expander, übrige Regionen, mehr als 25 {cm2}, als alleinige Leistung "
04.2750," Explantation Expander, ohne Hilfsschnitt "
04.2760, + Zuschlag bei Explantation Expander für Wiedereinlage von Expander/Prothesen 
04.2770, + Zuschlag bei Explantation Expander für Kapsulektomie 
04.2780, Explantation Expander mittels Hilfsschnitt 
04.2790," Expanderfüllung, pro Expander "
04.2810," Dermolipektomie, Abdomen, ohne Versetzung des Nabels "
04.2820, + Verschluss der Rektusdiastase u/o Straffung muskuläre Bauchdecke 
04.2830," Dermolipektomie, Abdomen, mit Versetzung des Nabels "
04.2840," Dermolipektomie, Gesäss, Hüfte, erste Seite "
04.2850," + Dermolipektomie, Gesäss, Hüfte, zweite Seite "
04.2860," Dermolipektomie, Oberschenkel, erste Seite, längs "
04.2870," + Dermolipektomie, Oberschenkel, zweite Seite, längs "
04.2880," Dermolipektomie, Oberschenkel, erste Seite, quer "
04.2890," + Dermolipektomie, Oberschenkel, zweite Seite, quer "
04.2900," Dermolipektomie, Arm, erste Seite "
04.2910," + Dermolipektomie, Arm, zweite Seite "
04.2920," Sauglipektomie (Liposuktion), jede Methode, eine Region "
04.2930," Sauglipektomie (Liposuktion), jede Methode, mehr als eine Region, erste Region "
04.2940," + Sauglipektomie (Liposuktion), jede Methode, mehr als eine Region, jede weitere Region "
04.3010," Facelifting, Gesicht und Hals, erste Seite "
04.3020," + Facelifting, Gesicht und Hals, zweite Seite "
04.3030," + Offene Lipektomie (Hals, Kinn, Wange), beidseitig "
04.3040," + Platysmaplastik (Hals), beidseitig "
04.3050," + Plikatur Fettgewebe (Hals, Kinn), beidseitig "
04.3060," + SMAS-Plastik (Gesicht), pro Seite "
04.3070, + Muskulektomie (Stirn) 
04.3080," + Wellenförmige Inzision an Haargrenze, pro Seite "
04.3090," + Subperiostale Präparation, beidseitig "
04.3100," + Knochenabtragung, pro Seite "
04.3110," Facelifting, Stirn, jede Methode "
04.3120," Brauenlifting direkt, erste Seite "
04.3130," + Brauenlifting direkt, zweite Seite "
04.3140," Lidplastik, erstes Lid "
04.3150," + Lidplastik, zweites Lid "
04.3160," Alloplastisches Implantat, Kinn, Wange, erstes Implantat, als alleinige Leistung "
04.3170," + Alloplastisches Implantat, Kinn, Wange, jedes weitere Implantat "
04.3180, Operative Korrekturversorgung bei Pterygium colli 
04.3210," Ersatzoperation bei Fazialisparese, alloplastische Implantate in die Lider "
04.3220," Ersatzoperation bei Fazialisparese, Faszienzügelplastik partiell perioral "
04.3230," Ersatzoperation bei Fazialisparese, Faszienzügelplastik partiell temporo-naso-labial "
04.3240," Ersatzoperation bei Fazialisparese, Faszienzügelplastik total (perioral und temporo-naso-labial) "
04.3250," Ersatzoperation bei Fazialisparese, Dermiszügel oder Dermisstreifenplastik in der Nasolabialfalte "
04.3260," Ersatzoperation bei Fazialisparese, Temporalistransfer zu Nasolabialfalte und Mundwinkel "
04.3270," Ersatzoperation bei Fazialisparese, Temporalistransfer nach Gillis zu Oberlid und Unterlid "
04.3280," Ersatzoperation bei Fazialisparese, Platysmatransfer "
04.3290," Ersatzoperation bei Fazialisparese, Massetertransfer "
04.3300," Ersatzoperation bei Fazialisparese, Neurotisation mit Crossfazial-Nerventransplantat, 1. Sitzung, erstes Transplantat "
04.3310," + Zuschlag Ersatzoperation bei Fazialisparese, Neurotisation mit Crossfazial-Nerventransplantat, 1. Sitzung, jedes weitere Transplantat "
04.3320," Ersatzoperation bei Fazialisparese, Neurotisation mit Crossfazial-Nerventransplantat, 2. Sitzung, erstes Transplantat "
04.3330," + Zuschlag Ersatzoperation bei Fazialisparese, Neurotisation mit Crossfazial-Nerventransplantat, 2. Sitzung, jedes weitere Transplantat "
04.3340," Ersatzoperation bei Fazialisparese, Neurotisation mit Crossfazial-Nerventransplantat, kombiniert in einer Sitzung, erstes Transplantat "
04.3350," + Zuschlag Ersatzoperation bei Fazialisparese, Neurotisation mit Crossfazial-Nerventransplantat, kombiniert in einer Sitzung, jedes weitere Transplantat "
04.3360, + Zuschlag für den Einbau eines freien mikrochirurgischen Muskel-Lappens bei Ersatzoperation bei Fazialisparese 
05.0010, Neurostatus A: umfassende fachärztliche Untersuchung des Nervensystems beim Kind/Jugendlichen älter als 12 Jahre 
05.0020, Neurostatus A1: umfassende fachärztliche Untersuchung des Nervensystems beim Kind bis 12 Jahre 
05.0030, Neurostatus B: kürzere und partielle fachärztliche Untersuchung des Nervensystems 
05.0040, Umfassende fachärztliche verhaltensneurologische Untersuchung und Beurteilung von Fremd-Tests 
05.0050," + Testung durch Facharzt, der die verhaltensneurologische Untersuchung durchführt "
05.0060, Fachärztlicher Mentalstatus 
05.0070, Umfassende neuropädiatrische Entwicklungsbeurteilung beim Kind bis 12 Jahre 
05.0080," Fachärztliche neurologische Entwicklungsbeurteilung beim Kind bis 12 Jahre, Kurzexploration "
05.0090, Tensilon-Test 
05.0100, Lumbalpunktion 
05.0110, + Injektion von Medikamenten bei Lumbalpunktion/Suboccipitalpunktion 
05.0120, Suboccipitalpunktion 
05.0130," Botulinusinjektion in periphere Muskeln, pro Muskel "
05.0210," Elektroneurografie: einfache Neurografie mit Oberflächenelektrodenstimulation, erster Nerv "
05.0220," + Elektroneurografie: einfache Neurografie mit Oberflächenelektrodenstimulation, jeder weitere Nerv "
05.0230," Elektroneurografie: Nadelneurografie, erster Nerv "
05.0240," + Elektroneurografie: Nadelneurografie, jeder weitere Nerv "
05.0250," {EMG}: Myografie, nicht quantitativ, erster Muskel "
05.0260," + {EMG}: Myografie, nicht quantitativ, jeder weitere Muskel "
05.0270," {EMG}: Myografie quantitativ, erster Muskel "
05.0280," + {EMG}: Myografie quantitativ, jeder weitere Muskel "
05.0290," {EMG}: Einzelfasermyografie, erster Muskel "
05.0300," + {EMG}: Einzelfasermyografie, jeder weitere Muskel "
05.0310, Elektrophysiologische Abklärung der motorischen Endplatte 
05.0320," Elektroneurografische Reflexuntersuchungen, pro Reflex/Lokalisation "
05.0330," Elektrophysiologische Untersuchung vegetativer Funktionen, pro Untersuchung "
05.0410, Wach-{EEG} 
05.0411, + Zuschlag für Kinder unter 7 Jahren 
05.0420, Schlafentzugs-{EEG} mit Wachableitung und Schlafableitung 
05.0430," Langzeit-{EEG}, kombiniert mit Video, erste 30 Min. "
05.0440," + Langzeit-{EEG}, kombiniert mit Video, jede weiteren 30 Min. "
05.0450," Langzeit-{EEG}, ambulant (Kassetten-{EEG}-Recording), mehr als 20 Std. "
05.0460," Telemetrisches-{EEG}, mit Oberflächenelektroden, inkl. Videoregistrierung, erste 12 Std. "
05.0470," + Telemetrisches-{EEG}, mit Oberflächenelektroden, inkl. Videoregistrierung, jede weiteren 6 Std. "
05.0480," Telemetrisches-{EEG}, mit intracerebralen oder juxtaduralen Elektroden, inkl. Videoregistrierung, erste 12 Std. "
05.0490," + Telemetrisches-{EEG}, mit intracerebralen oder juxtaduralen Elektroden, inkl. Videoregistrierung, jede weiteren 6 Std. "
05.0500, Neuromonitoring-{EEG} 
05.0510," Cerebralfunction Monitoring mit Computerprogramm, erste 60 Min. "
05.0520," + Cerebralfunction Monitoring mit Computerprogramm, jede weiteren 60 Min. "
05.0530," Intrakraniales-{EEG}, pro 60 Min. "
05.0540," (+) Intraoperatives-{EEG} bei nichtneurochirurgischer operativer Versorgung, pro 1 Min. "
05.0550, Brain Mapping als Zusatzuntersuchung bei {EMG} und {EEG} 
05.0560, Multipler Sleep-Latency-Test 
05.0610," Visuell Evozierte Potentiale ({VEP}), beidseitig "
05.0620," + Zuschlag beim Kind bis 7 Jahre bei Visuell Evozierte Potentiale ({VEP}), beidseitig "
05.0630, Akustisch Evozierte Potentiale ({AEP}) 
05.0640, + Zuschlag beim Kind bis 7 Jahre bei Akustisch Evozierte Potentiale ({AEP}) 
05.0650," Somatosensorisch Evozierte Potentiale ({SSEP}), obere und/oder untere Extremitäten, beidseitig "
05.0660," Motorisch evozierte Potentiale, pro Nervenpaar "
05.0670," Monitoring intraoperativ oder auf Intensivstation motorisch evozierte Potentiale, pro 5 Min. "
05.0680," Monitoring intraoperativ oder auf Intensivstation somatosensorisch evozierte Potentiale, pro 5 Min. "
05.0690," Monitoring intraoperativ oder auf Intensivstation Cortexstimulation (lokalisatorisch), pro 5 Min. "
05.0710," Cerebrale Ventrikelpunktion, ohne Bohrloch "
05.0720, Implantation eines epiduralen oder intraparenchymatösen cerebralen Druckmessgerätes 
05.0730, + Anlegen einer externen Hirndruckmessung 
05.0740," Implantation eines cerebralen Ventrikelkatheters, jede Methode "
05.0750, + Anlegen einer externen Ableitung bei Implantation eines cerebralen Ventrikelkatheters 
05.0760, + Anlegen eines subkutanen Reservoirs bei Implantation eines cerebralen Ventrikelkatheters 
05.0770, + Peritoneale Drainage bei Implantation eines cerebralen Ventrikelkatheters 
05.0780, + Atriale/peridurale Drainage bei Implantation eines cerebralen Ventrikelkatheters 
05.0790," Einlage eines Verweilkatheters, epidural "
05.0800, + Einbau einer Pumpe bei Einlage eines epiduralen/intraduralen Verweilkatheters 
05.0810," Einlage eines Verweilkatheters, intradural "
05.0820, Revision proximaler Anteil eines Liquorableitungssystems 
05.0830," Revision peripherer Anteil eines Liquorableitungssystems, jede Methode "
05.0840, Entfernung eines Ventrikelkatheters 
05.0850, Entfernung eines ganzen Drainagesystems 
05.0910," Versorgung eines Subduralhämatoms/Epiduralhämatoms oder Hygroms, (Bohrloch) einseitig "
05.0920," Versorgung eines Subduralhämatoms/Epiduralhämatoms oder Hygroms, (Bohrloch) beidseitig "
05.0930, Versorgung eines epiduralen/subduralen Abszesses/Empyems 
05.0940," Débridement bei Impressionsfraktur, ohne Duraverletzung/Kortexverletzung "
05.0950," Débridement bei Impressionsfraktur, mit Duraverletzung/Kortexverletzung "
05.0960," Versorgung einer geschlossenen Impressionsfraktur mittels Kraniotomie, ohne Duraverletzung/Kortexverletzung "
05.0970," Versorgung einer geschlossenen Impressionsfraktur mittels Kraniotomie, mit Duraverletzung/Kortexverletzung "
05.0980," Versorgung frontobasaler Fraktur mittels Kraniotomie, einseitig "
05.0990," Versorgung frontobasaler Fraktur mittels Kraniotomie, beidseitig "
05.1010," Kraniotomie zur Exploration oder Dekompression, supratentoriell "
05.1020," + Kranioplastie, jede Methode "
05.1030," + Dura-Graft bei Kraniotomie zur Exploration oder Dekompression, supratentoriell/infratentoriell "
05.1040," Kraniotomie zur Exploration oder Dekompression, infratentoriell "
05.1050," + Laminektomie C1, C2, (C3) bei Kraniotomie zur Exploration oder Dekompression infratentoriell, pro Lamina "
05.1060, Kraniektomie bei Synostose 
05.1070, Bohrloch für Biopsie 
05.1080," Biopsie eines knöchernen Prozesses der Schädelkalotte, bei Tumor oder bei entzündlichen Prozessen "
05.1090," Biopsie eines knöchernen Prozesses der Schädelbasis, bei Tumor oder bei entzündlichen Prozessen "
05.1100," Versorgung eines knöchernen Prozesses der Schädelbasis, bei Tumor "
05.1110," Versorgung eines knöchernen Prozesses der Schädelbasis, bei entzündlichen Prozessen "
05.1120," Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, supratentoriell, extradural "
05.1130," + Duraerweiterungsplastik bei Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, supratentoriell/infratentoriell, jede Methode "
05.1140," Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, supratentoriell, subdural "
05.1150," Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, supratentoriell, intracerebral (intraventrikulär), als alleinige Leistung "
05.1160," Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, infratentoriell, extradural "
05.1170," Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, infratentoriell, subdural "
05.1180," Kraniotomie zur Entleerung eines Hämatoms/Abszesses/Empyems, infratentoriell, intracerebellar/intraaxial "
05.1210, Kraniotomie zur Exzision/Fenestration einer intrakranialen Zyste 
05.1220," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, extraaxial, kalottennah/oberflächlich, eloquent "
05.1230," + Zuschlag für Rekonstruktion der Nn. craniales, exkl. Transplantatentnahme, bei Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell/infratentoriell "
05.1240," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, extraaxial, kalottennah/oberflächlich, nicht eloquent "
05.1250," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, extraaxial, basal, dominant, lateral "
05.1260," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, extraaxial, basal, dominant, medial "
05.1270," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, extraaxial, basal, nicht dominant, lateral "
05.1280," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, extraaxial, basal, nicht dominant, medial "
05.1290," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation, oberflächlich, eloquent "
05.1300," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation, oberflächlich, nicht eloquent "
05.1310," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation, tief, eloquent "
05.1320," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation, tief, nicht eloquent "
05.1330," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation mit Lobektomie, dominant, frontal "
05.1340," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation mit Lobektomie, dominant, temporal "
05.1350," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation mit Lobektomie, dominant, occipital "
05.1360," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation mit Lobektomie, nicht dominant, frontal "
05.1370," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation mit Lobektomie, nicht dominant, temporal "
05.1380," Kraniotomie zur Exstirpation eines Hirntumors, supratentoriell, intraaxial, Tumorexstirpation mit Lobektomie, nicht dominant, occipital "
05.1390," Kraniotomie zur Exstirpation eines Hirntumors, infratentoriell, extraaxial, oberflächlich "
05.1400," Kraniotomie zur Exstirpation eines Hirntumors, infratentoriell, extraaxial, basis, lateral "
05.1410," Kraniotomie zur Exstirpation eines Hirntumors, infratentoriell, extraaxial, basis, medial "
05.1420," Kraniotomie zur Exstirpation eines Hirntumors, infratentoriell, intraaxial, oberflächlich "
05.1430," Kraniotomie zur Exstirpation eines Hirntumors, infratentoriell, intraaxial, tief, Tumorexstirpation "
05.1440," Kraniotomie zur Exstirpation eines Hirntumors, infratentoriell, intraaxial, Tumorexstirpation mit Lobektomie "
05.1450, Transnasale/transsphenoidale Eingriffe im Sellabereich 
05.1510," Kraniotomie für operative Versorgung an Nn. craniales mit Neurolyse/Neurotomie, supratentoriell "
05.1520," Kraniotomie für operative Versorgung an Nn. craniales mit Neurolyse/Neurotomie, infratentoriell "
05.1530," Kraniotomie für operative Versorgung an Nn. craniales mit Traktotomie, infratentoriell "
05.1610," Kraniotomie für operative Versorgung an Nn. craniales mit vaskulärer Dekompression, infratentoriell "
05.1620," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, bis 3 cm, nicht eloquent, oberflächlich, als alleinige Leistung "
05.1630, + Hämatomausräumung bei akuter Blutung bei Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung 
05.1640," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, bis 3 cm, nicht eloquent, tief, als alleinige Leistung "
05.1650," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, bis 3 cm, eloquent, oberflächlich, als alleinige Leistung "
05.1660," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, bis 3 cm, eloquent, tief, als alleinige Leistung "
05.1670," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, 4 bis 6 cm, nicht eloquent, oberflächlich, als alleinige Leistung "
05.1680," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, 4 bis 6 cm, nicht eloquent, tief, als alleinige Leistung "
05.1690," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, 4 bis 6 cm, eloquent, oberflächlich, als alleinige Leistung "
05.1700," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, 4 bis 6 cm, eloquent, tief, als alleinige Leistung "
05.1710," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, mehr als 6 cm, nicht eloquent, oberflächlich, als alleinige Leistung "
05.1720," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, mehr als 6 cm, nicht eloquent, tief, als alleinige Leistung "
05.1730," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, mehr als 6 cm, eloquent, oberflächlich, als alleinige Leistung "
05.1740," Kraniotomie für operative Versorgung bei intrakranialer arteriovenöser Missbildung, mehr als 6 cm, eloquent, tief, als alleinige Leistung "
05.1750," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, Carotisstromgebiet, 1 cm, nicht dominant, als alleinige Leistung "
05.1760, + Hämatomausräumung bei akuter Blutung bei Kraniotomie für operative Versorgung bei arteriellem Aneurysma 
05.1770," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, Carotisstromgebiet, 1 cm, dominant, als alleinige Leistung "
05.1780," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, Carotisstromgebiet, 2 cm, nicht dominant, als alleinige Leistung "
05.1790," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, Carotisstromgebiet, 2 cm, dominant, als alleinige Leistung "
05.1800," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, Carotisstromgebiet, mehr als 2 cm, nicht dominant, als alleinige Leistung "
05.1810," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, Carotisstromgebiet, mehr als 2 cm, dominant, als alleinige Leistung "
05.1820," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, vertebrobasiläres Stromgebiet, 1 cm, als alleinige Leistung "
05.1830," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, vertebrobasiläres Stromgebiet, 2 cm, als alleinige Leistung "
05.1840," Kraniotomie für operative Versorgung bei arteriellem Aneurysma, vertebrobasiläres Stromgebiet, mehr als 2 cm, als alleinige Leistung "
05.1850," Kraniotomie für Anlegen einer arteriellen extraintrakranialen Anastomose, supratentoriell "
05.1860," Kraniotomie für Anlegen einer arteriellen extraintrakranialen Anastomose, infratentoriell "
05.1910, Stereotaktische Zielpunktbestimmung/Trajektorienbestimmung mittels {CT} 
05.1920," + Platzierung von intrakranialen Elektroden bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung, erste Elektrode "
05.1930," + Platzierung von intrakranialen Elektroden bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung, jede weitere Elektrode "
05.1940," + Setzen einer Läsion am {ZNS} bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung, jede Methode "
05.1950, + Endoskopische operative Versorgung bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung 
05.1960," + Abszesspunktion, Zystenpunktion oder Hämatompunktion bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung "
05.1970, + Einlegen eines Kathetersystems bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung 
05.1980, + Hirnbiopsie bei stereotaktischen Zielpunktbestimmung/Trajektorienbestimmung 
05.1990, + Seed-Implantation (neurochirurgischer Anteil) bei stereotaktischer Zielpunktbestimmung/Trajektorienbestimmung 
05.2000, Stereotaktische Zielpunktbestimmung/Trajektorienbestimmung mittels {MRI} 
05.2010, Stereotaktische Zielpunktbestimmung/Trajektorienbestimmung mittels Angiografie 
05.2110," Einführen einer Trigeminuselektrode am Foramen ovale, pro Elektrode "
05.2120," Anlegen einer intrakranialen Elektrode, Strips "
05.2130," Anlegen einer intrakranialen Elektrode, Grids "
05.2140, Revision einer intrakranial angelegten Elektrode 
05.2150, Entfernung einer intrakranial angelegten Elektrode 
05.2210," Entfernung eines epileptogenen Fokus, oberflächlich, nicht eloquent "
05.2220," Entfernung eines epileptogenen Fokus, oberflächlich, eloquent "
05.2230," Entfernung eines epileptogenen Fokus, tief, nicht eloquent "
05.2240," Entfernung eines epileptogenen Fokus, tief, eloquent "
05.2250," {VNS} Erst-Implantation, als alleinige Leistung "
05.2260," {VNS} Elektroden-Revision / Explantation, als alleinige Leistung "
05.2265, + {VNS} Re-Implatation 
05.2270," {VNS}-Batteriewechsel, als alleinige Leistung "
05.2310," Funktionelle perkutane Rhizotomie, jede Methode, erste Wurzel "
05.2311," + Funktionelle perkutane Rhizotomie, jede Methode, jede weitere Wurzel "
05.2312," + Funktionelle perkutane Rhizotomie, jede Methode, Zuschlag für Trigeminus "
05.2320," Perkutane Chordotomie, exkl. cervical "
05.2330," Perkutane Chordotomie, cervical "
05.2340, Rückenmarksnahe Einlage epiduraler Elektroden und Teststimulation 
05.2350, + Einbau eines Stimulators nach rückenmarksnaher Teststimulation mit epiduralen Elektroden 
05.2360, Entfernung eines rückenmarksnahen Neurostimulators 
05.2370, Versorgung einer angeborenen Fehlbildung des Rückenmarks 
05.2410," Nervendekompression/Neurolyse, N. medianus u/o N. ulnaris im Karpaltunnel bzw. in der Loge de Guyon, als alleinige Leistung "
05.2420," Nervendekompression/Neurolyse, N. tibialis  im Tarsaltunnel, als alleinige Leistung "
05.2430," Nervendekompression/Neurolyse, N. radialis bei Pronatorsyndrom oder Supinatorsyndrom, als alleinige Leistung "
05.2440," Nervendekompression/Neurolyse, N. ulnaris im Sulcus, als alleinige Leistung "
05.2450," Nervendekompression/Neurolyse, N. ulnaris und Vorverlagerung des Nervs, als alleinige Leistung "
05.2460," Nervendekompression/Neurolyse, N. medianus, N. ulnaris, N. musculocutaneus motorisch und sensibler Ast, im Oberarmbereich, als alleinige Leistung "
05.2470," Nervendekompression/Neurolyse, N. radialis im Oberarmbereich, ein Zugang, als alleinige Leistung "
05.2480," Nervendekompression/Neurolyse, N. radialis im Oberarmbereich, zwei Zugänge, als alleinige Leistung "
05.2490," Nervendekompression/Neurolyse, N. axillaris, ein Zugang, als alleinige Leistung "
05.2500," Nervendekompression/Neurolyse, N. axillaris, doppelter Zugang, als alleinige Leistung "
05.2510," Dekompression und Neurolyse, Plexus brachialis, supraclaviculärer oder infraclaviculärer Zugang, als alleinige Leistung "
05.2520," Nervendekompression/Neurolyse, N. suprascapularis, ein Zugang, als alleinige Leistung "
05.2530," Nervendekompression/Neurolyse, N. suprascapularis, doppelter Zugang, als alleinige Leistung "
05.2540," Nervendekompression/Neurolyse, N. iliohypogastricus oder N. ilioinguinalis, als alleinige Leistung "
05.2550," Nervendekompression/Neurolyse, N. femoralis am Oberschenkel, als alleinige Leistung "
05.2560," Nervendekompression/Neurolyse, N. saphenus am Oberschenkel, als alleinige Leistung "
